id	url_id	quote	newquote	url_site_id
26	timeline_new_51	Когда он вдруг понял все радостное значение этого крика, слезы задушили его, и он, облокотившись обеими руками на подоконник, всхлипывая, заплакал, как плачут дети. Дверь отворилась. Доктор, с засученными рукавами рубашки, без сюртука, бледный и с трясущейся челюстью, вышел из комнаты. Князь Андрей обратился к нему, но доктор растерянно взглянул на него и, ни слова не сказав, прошел мимо. Женщина выбежала и, увидав князя Андрея, замялась на пороге. Он вошел в комнату жены. Она мертвая лежала в том же положении, в котором он видел ее пять минут тому назад, и то же выражение, несмотря на остановившиеся глаза и на бледность щек, было на этом прелестном детском робком личике, с губкой, покрытой черными волосиками.	Когда он вдруг понял все радостное значение этого крика, слезы задушили его, и он, облокотившись обеими руками на подоконник, всхлипывая, заплакал, как плачут дети. Дверь отворилась. Доктор, с засученными рукавами рубашки, без сюртука, бледный и с трясущейся челюстью, вышел из комнаты. Князь Андрей обратился к нему, но доктор растерянно взглянул на него и, ни слова не сказав, прошел мимо. Женщина выбежала и, увидав князя Андрея, замялась на пороге. Он вошел в комнату жены. Она мертвая лежала в том же положении, в котором он видел ее пять минут тому назад, и то же выражение, несмотря на остановившиеся глаза и на бледность щек, было на этом прелестном детском робком личике, с губкой, покрытой черными волосиками.	time_tom_2p_1c_74f_357
27	timeline_new_52	Заиграли вновь вводившуюся мазурку. Николай не мог отказать Иогелю и пригласил Соню.                    Денисов подсел к старушкам и, облокотившись на саблю, притопывая такт, что-то весело рассказывал и                    смешил старых дам, поглядывая на танцующую молодежь. Иогель в первой паре танцевал с Наташей, своею                    гордостью и лучшей ученицей. Мягко, нежно перебирая своими ножками в башмачках, Иогель первым                    полетел по зале с робевшей, но старательно выделывающей па Наташей. Денисов не спускал с нее глаз и                    пристукивал саблей такт с таким видом, который ясно говорил, что он сам не танцует только оттого,                    что не хочет, а не оттого, что не может.	Заиграли вновь вводившуюся мазурку. Николай не мог отказать Иогелю и пригласил Соню. Денисов подсел к старушкам и, облокотившись на саблю, притопывая такт, что-то весело рассказывал и смешил старых дам, поглядывая на танцующую молодежь. Иогель в первой паре танцевал с Наташей, своею гордостью и лучшей ученицей. Мягко, нежно перебирая своими ножками в башмачках, Иогель первым полетел по зале с робевшей, но старательно выделывающей па Наташей. Денисов не спускал с нее глаз и пристукивал саблей такт с таким видом, который ясно говорил, что он сам не танцует только оттого, что не хочет, а не оттого, что не может.	time_tom_2p_1c_77f_363
28	timeline_new_53	Ростов понимал, какой удар он нанесет отцу, матери объявлением этого проигрыша; он понимал, какое бы было счастье избавиться от всего этого, и понимал, что Долохов знает, что может избавить его от этого стыда и горя, и теперь хочет еще играть с ним, как кошка с мышью.	Ростов понимал, какой удар он нанесет отцу, матери объявлением этого проигрыша; он понимал, какое бы было счастье избавиться от всего этого, и понимал, что Долохов знает, что может избавить его от этого стыда и горя, и теперь хочет еще играть с ним, как кошка с мышью.	time_tom_2p_1c_79f_368
29	timeline_new_61	Через неделю после его приезда молодой польский граф Вилларский, которого Пьер поверхностно знал по петербургскому свету, вошел вечером в его комнату с тем официальным и торжественным видом, с которым входил к нему секундант Долохова, и, затворив за собой дверь и убедившись, что в комнате никого, кроме Пьера, не было, обратился к нему.- Я приехал к вам с предложением и поручением, граф,- сказал он ему, не садясь. - Особа, очень высоко поставленная в нашем братстве, ходатайствовала о том, чтобы вы были приняты в братство ранее срока, и предложила мне быть вашим поручителем. Я за священный долг почитаю исполнение воли этого лица. Желаете ли вы вступить за моим поручительством в братство свободных каменщиков?	Через неделю после его приезда молодой польский граф Вилларский, которого Пьер поверхностно знал по петербургскому свету, вошел вечером в его комнату с тем официальным и торжественным видом, с которым входил к нему секундант Долохова, и, затворив за собой дверь и убедившись, что в комнате никого, кроме Пьера, не было, обратился к нему.  - Я приехал к вам с предложением и поручением, граф,- сказал он ему, не садясь. - Особа, очень высоко поставленная в нашем братстве, ходатайствовала о том, чтобы вы были приняты в братство ранее срока, и предложила мне быть вашим поручителем. Я за священный долг почитаю исполнение воли этого лица. Желаете ли вы вступить за моим поручительством в братство свободных каменщиков?	time_tom_2p_2c_84f_384
30	timeline_new_64	Пьер теперь только, в свой приезд в Лысые Горы, оценил всю силу и прелесть своей дружбы с князем Андреем. Эта прелесть выразилась не столько в его отношениях с ним самим, сколько в отношениях со всеми родными и домашними. Пьер с старым, суровым князем и с кроткой и робкой княжной Марьей, несмотря на то, что он их почти не знал, чувствовал себя сразу старым другом. Они все уже любили его. 	Пьер теперь только, в свой приезд в Лысые Горы, оценил всю силу и прелесть своей дружбы с князем Андреем. Эта прелесть выразилась не столько в его отношениях с ним самим, сколько в отношениях со всеми родными и домашними. Пьер с старым, суровым князем и с кроткой и робкой княжной Марьей, несмотря на то, что он их почти не знал, чувствовал себя сразу старым другом. Они все уже любили его.	time_tom_2p_2c_95f_427
31	timeline_new_65	<p id="p953">В июне месяце произошло Фридландское сражение, в котором не участвовали павлоградцы, и вслед за ним объявлено было перемирие. Ростов, тяжело чувствовавший отсутствие своего друга, не имея со времени его отъезда никаких известий о нем и беспокоясь о ходе его дела и раны, воспользовался перемирием и отпросился в госпиталь проведать Денисова.</p>	В июне месяце произошло Фридландское сражение, в котором не участвовали павлоградцы, и вслед за ним объявлено было перемирие. Ростов, тяжело чувствовавший отсутствие своего друга, не имея со времени его отъезда никаких известий о нем и беспокоясь о ходе его дела и раны, воспользовался перемирием и отпросился в госпиталь проведать Денисова.	time_tom_2p_2c_98f_436
32	timeline_new_67	Борис в числе немногих был на Немане в день свидания императоров; он видел плоты с вензелями, проезд Наполеона по тому берегу мимо французской гвардии, видел задумчивое лицо императора Александра в то время, как он молча сидел в корчме на берегу Немана, ожидая прибытия Наполеона; видел, как оба императора сели в лодки, и как Наполеон, приставши прежде к плоту, быстрыми шагами пошел вперед и, встречая Александра, подал ему руку, и как оба скрылись в павильоне. Со времени своего вступления в высшие миры Борис сделал себе привычку внимательно наблюдать то, что происходило вокруг него, и записывать. Во время свидания в Тильзите он расспрашивал об именах тех лиц, которые приехали с Наполеоном, о мундирах, которые были на них надеты, и внимательно прислушивался к словам, которые были сказаны важными лицами. В то самое время, как императоры вошли в павильон, он посмотрел на часы и не забыл посмотреть опять в то время, когда Александр вышел из павильона. Свидание продолжалось час и пятьдесят три минуты: он так и записал это в тот вечер в числе других фактов, которые, он полагал, имели историческое значение. Так как свита императора была очень небольшая, то для человека, дорожащего успехом по службе, находиться в Тильзите во время свидания императоров было делом очень важным, и Борис, попав в Тильзит, чувствовал, что с этого времени положение его совершенно утвердилось.	Борис в числе немногих был на Немане в день свидания императоров; он видел плоты с вензелями, проезд Наполеона по тому берегу мимо французской гвардии, видел задумчивое лицо императора Александра в то время, как он молча сидел в корчме на берегу Немана, ожидая прибытия Наполеона; видел, как оба императора сели в лодки, и как Наполеон, приставши прежде к плоту, быстрыми шагами пошел вперед и, встречая Александра, подал ему руку, и как оба скрылись в павильоне. Со времени своего вступления в высшие миры Борис сделал себе привычку внимательно наблюдать то, что происходило вокруг него, и записывать. Во время свидания в Тильзите он расспрашивал об именах тех лиц, которые приехали с Наполеоном, о мундирах, которые были на них надеты, и внимательно прислушивался к словам, которые были сказаны важными лицами. В то самое время, как императоры вошли в павильон, он посмотрел на часы и не забыл посмотреть опять в то время, когда Александр вышел из павильона. Свидание продолжалось час и пятьдесят три минуты: он так и записал это в тот вечер в числе других фактов, которые, он полагал, имели историческое значение. Так как свита императора была очень небольшая, то для человека, дорожащего успехом по службе, находиться в Тильзите во время свидания императоров было делом очень важным, и Борис, попав в Тильзит, чувствовал, что с этого времени положение его совершенно утвердилось.	time_tom_2p_2c_100f_442
33	timeline_new_68	В то время как государь подъезжал к одному флангу батальонов, сделавших на караул, к противоположному флангу подскакивала другая толпа всадников, и впереди их Ростов узнал Наполеона. Это не мог быть никто другой. Он ехал галопом, в маленькой шляпе, с андреевской лентой через плечо, в раскрытом над белым камзолом синем мундире, на необыкновенно породистой арабской серой лошади, на малиновом, золотом шитом чепраке. 	В то время как государь подъезжал к одному флангу батальонов, сделавших на караул, к противоположному флангу подскакивала другая толпа всадников, и впереди их Ростов узнал Наполеона. Это не мог быть никто другой. Он ехал галопом, в маленькой шляпе, с андреевской лентой через плечо, в раскрытом над белым камзолом синем мундире, на необыкновенно породистой арабской серой лошади, на малиновом, золотом шитом чепраке.	time_tom_2p_2c_102f_448
34	timeline_new_74	<p id="p1108">В 1808-м году император Александр ездил в Эрфурт для нового свидания с императором Наполеоном, и в высшем петербургском обществе много говорили о величии этого торжественного свидания.</p>     	В 1808-м году император Александр ездил в Эрфурт для нового свидания с императором Наполеоном, и в высшем петербургском обществе много говорили о величии этого торжественного свидания.	time_tom_2p_3c_103f_452
35	timeline_new_81	Опять все замолкло, но князь Андрей знал, что она все еще сидит тут, он слышал иногда тихое шевеленье, иногда вздохи.- Ах, боже мой! боже мой! что ж это такое! - вдруг вскрикнула она.- Спать так спать! - и захлопнула окно.'И дела нет до моего существования!' - подумал князь Андрей в то время, как он прислушивался к ее говору, почему-то ожидая и боясь, что она скажет что-нибудь про него. 'И опять она! И как нарочно!' - думал он. В душе его вдруг поднялась такая неожиданная путаница молодых мыслей и надежд, противоречащих всей его жизни, что он, чувствуя себя не в силах уяснить себе свое состояние, тотчас же заснул.	Опять все замолкло, но князь Андрей знал, что она все еще сидит тут, он слышал иногда тихое шевеленье, иногда вздохи.  - Ах, боже мой! боже мой! что ж это такое! - вдруг вскрикнула она.- Спать так спать! - и захлопнула окно.  'И дела нет до моего существования!' - подумал князь Андрей в то время, как он прислушивался к ее говору, почему-то ожидая и боясь, что она скажет что-нибудь про него. 'И опять она! И как нарочно!' - думал он. В душе его вдруг поднялась такая неожиданная путаница молодых мыслей и надежд, противоречащих всей его жизни, что он, чувствуя себя не в силах уяснить себе свое состояние, тотчас же заснул.	time_tom_2p_3c_104f_456
36	timeline_new_93	Это было время апогея славы молодого Сперанского и энергии совершаемых им переворотов. В этом самом августе государь, ехав в коляске, был вывален, повредил себе ногу и оставался в Петергофе три недели, видаясь ежедневно и исключительно со Сперанским. В это время готовились не только два столь знаменитые и встревожившие общество указа об уничтожении придворных чинов и об экзаменах на чины коллежских асессоров и статских советников, но и целая государственная конституция, долженствовавшая изменить существующий судебный, административный и финансовый порядок управления России от Государственного совета до волостного правления.	Это было время апогея славы молодого Сперанского и энергии совершаемых им переворотов. В этом самом августе государь, ехав в коляске, был вывален, повредил себе ногу и оставался в Петергофе три недели, видаясь ежедневно и исключительно со Сперанским. В это время готовились не только два столь знаменитые и встревожившие общество указа об уничтожении придворных чинов и об экзаменах на чины коллежских асессоров и статских советников, но и целая государственная конституция, долженствовавшая изменить существующий судебный, административный и финансовый порядок управления России от Государственного совета до волостного правления.	time_tom_2p_3c_106f_459
37	timeline_new_82	Князь Андрей во время своей, большей частью адъютантской, службы много видел приемных важных лиц, и различные характеры этих приемных были для него очень ясны. У графа Аракчеева был совершенно особенный характер приемной. На неважных лицах, ожидающих очереди аудиенции в приемной графа Аракчеева, написано было чувство пристыженности и покорности; на более чиновных лицах выражалось одно общее чувство неловкости, скрытое под личиной развязности и насмешки над собою, над своим положением и над ожидаемым лицом. 	Князь Андрей во время своей, большей частью адъютантской, службы много видел приемных важных лиц, и различные характеры этих приемных были для него очень ясны. У графа Аракчеева был совершенно особенный характер приемной. На неважных лицах, ожидающих очереди аудиенции в приемной графа Аракчеева, написано было чувство пристыженности и покорности; на более чиновных лицах выражалось одно общее чувство неловкости, скрытое под личиной развязности и насмешки над собою, над своим положением и над ожидаемым лицом.	time_tom_2p_3c_106f_460
38	timeline_new_103	Я опять живу с женою. Теща моя в слезах приехала ко мне и сказала, что Элен здесь и что                    она умоляет меня выслушать её, что она невинна, что она несчастна моим оставлением и многое другое.                    Я знал, что ежели я только допущу себя увидать ее, то не в силах буду более отказать ей в ее                    желании. В сомнении своем я не знал, к чьей помощи и совету прибегнуть. Ежели бы благодетель был                    здесь, он бы сказал мне. Я удалился к себе, перечел письма Иосифа Алексеевича, вспомнил свои беседы                    с ним и из всего вывел то, что я не должен отказывать просящему и должен подать руку помощи всякому,                    тем более человеку, столь связанному со мною, и должен нести крест свой. Но ежели я для добродетели                    простил ее, то пускай и будет мое соединение с нею иметь одну духовную цель. Так я решил и так                    написал Иосифу Алексеевичу. Я сказал жене, что прошу ее забыть все старое, прошу простить мне то, в                    чем я мог быть виноват перед нею, а что мне прощать ей нечего. Мне радостно было сказать ей это.                    Пусть она не знает, как тяжело мне было вновь увидать ее. Устроился в большом доме в верхних покоях                    и испытываю счастливое чувство обновления	- Voilà une belle mort,- сказал Наполеон, глядя на Болконского. Князь Андрей понял, что это было сказано о нем и что говорит это Наполеон. Он слышал, как называли sire того, кто сказал эти слова. Но он слышал эти слова, как бы он слышал жужжание мухи. Он не только не интересовался ими, но он и не заметил, а тотчас же забыл их. Ему жгло голову; он чувствовал, что он исходит кровью, и он видел над собою далекое, высокое и вечное небо. Он знал, что это был Наполеон - его герой, но в эту минуту Наполеон казался ему столь маленьким, ничтожным человеком в сравнении с тем, что происходило теперь между его душой и этим высоким, бесконечным небом с бегущими по нем облаками. Ему было совершенно все равно в эту минуту, кто бы ни стоял над ним, что бы ни говорил о нем; он рад был только тому, что остановились над ним люди, и желал только, чтоб эти люди помогли ему и возвратили бы его к жизни, которая казалась ему столь прекрасною, потому что он так иначе понимал ее теперь. Он собрал все свои силы, чтобы пошевелиться и произвести какой-нибудь звук. Он слабо пошевелил ногою и произвел самого его разжалобивший, слабый, болезненный стон.	time_tom_2p_3c_110f_476
39	timeline_new_98	Элен была в Эрфурте во время знаменитого свидания императоров и оттуда привезла эти связи                    со всеми наполеоновскими достопримечательностями Европы. В Эрфурте она имела блестящий успех. Сам                    Наполеон, заметив ее в театре, спросил, кто она, и оценил ее красоту. 	Элен была в Эрфурте во время знаменитого свидания императоров и оттуда привезла эти связи со всеми наполеоновскими достопримечательностями Европы. В Эрфурте она имела блестящий успех. Сам Наполеон, заметив ее в театре, спросил, кто она, и оценил ее красоту.	time_tom_2p_3c_111f_477
40	timeline_new_106	Давно я ждала тебя',- как будто сказала эта испуганная и счастливая девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло восторгом счастия. 	Давно я ждала тебя',- как будто сказала эта испуганная и счастливая девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло восторгом счастия.	time_tom_2p_3c_118f_498
41	timeline_new_108	Он только что узнал подробности заседания Государственного совета нынешнего утра, открытого государем, и с восторгом рассказывал о том. Речь государя была необычайна. Это была одна из тех речей, которые произносятся только конституционными монархами. 'Государь прямо сказал, что Совет и Сенат суть государственные сословия; он сказал, что правление должно иметь основанием не произвол, а твердые начала. Государь сказал, что финансы должны быть преобразованы и отчеты быть публичны',- рассказывал Бицкий, ударяя на известные слова и значительно раскрывая глаза.	Он только что узнал подробности заседания Государственного совета нынешнего утра, открытого государем, и с восторгом рассказывал о том. Речь государя была необычайна. Это была одна из тех речей, которые произносятся только конституционными монархами. 'Государь прямо сказал, что Совет и Сенат суть государственные <i>сословия;</i> он сказал, что правление должно иметь основанием не произвол, а <i>твердые начала.</i> Государь сказал, что финансы должны быть преобразованы и отчеты быть публичны',- рассказывал Бицкий, ударяя на известные слова и значительно раскрывая глаза.	time_tom_2p_3c_120f_501
42	timeline_new_110	Наташе казалось, что еще когда она в первый раз увидала князя Андрея в Отрадном, она влюбилась в него. Ее как будто пугало это странное, неожиданное счастье, что тот, кого она выбрала еще тогда (она твердо была уверена в этом), что тот самый теперь опять встретился ей и, как кажется, неравнодушен к ней. 'И надо было ему нарочно теперь, когда мы здесь, приехать в Петербург. И надо было нам встретиться на этом бале. Все это судьба. Ясно, что это судьба, что все это велось к этому. Еще тогда, как только я увидала его, я почувствовала что-то особенное'.	Наташе казалось, что еще когда она в первый раз увидала князя Андрея в Отрадном, она влюбилась в него. Ее как будто пугало это странное, неожиданное счастье, что тот, кого она выбрала еще тогда (она твердо была уверена в этом), что тот самый теперь опять встретился ей и, как кажется, неравнодушен к ней. 'И надо было ему нарочно теперь, когда мы здесь, приехать в Петербург. И надо было нам встретиться на этом бале. Все это судьба. Ясно, что это судьба, что все это велось к этому. Еще тогда, как только я увидала его, я почувствовала что-то особенное'.	time_tom_2p_3c_124f_512
43	timeline_new_111	Он беспрестанно больно оскорблял княжну Марью, но дочь даже не делала усилий над собой, чтобы прощать его. Разве мог бы он быть виноват перед нею, и разве мог отец ее, который (она все-таки знала это) любил ее, быть к ней несправедливым? Да и что такое справедливость? Княжна никогда не думала об этом гордом слове: справедливость. 	Он беспрестанно больно оскорблял княжну Марью, но дочь даже не делала усилий над собой, чтобы прощать его. Разве мог бы он быть виноват перед нею, и разве мог отец ее, который (она все-таки знала это) любил ее, быть к ней несправедливым? Да и что такое справедливость? Княжна никогда не думала об этом гордом слове: справедливость.	time_tom_2p_3c_127f_520
44	timeline_new_117	Гончих соединили в одну стаю, и дядюшка с Николаем поехали рядом. Наташа, закутанная платками, из-под которых виднелось оживленное с блестящими глазами лицо, подскакала к ним, сопутствуемая не отстававшими от нее Петей и Михайлой-охотником и берейтором, который был приставлен нянькой при ней. Петя чему-то смеялся и бил и дергал свою лошадь. Наташа ловко и уверенно сидела на своем вороном Арабчике и верною рукой, без усилия, осадила его.	Гончих соединили в одну стаю, и дядюшка с Николаем поехали рядом. Наташа, закутанная платками, из-под которых виднелось оживленное с блестящими глазами лицо, подскакала к ним, сопутствуемая не отстававшими от нее Петей и Михайлой-охотником и берейтором, который был приставлен нянькой при ней. Петя чему-то смеялся и бил и дергал свою лошадь. Наташа ловко и уверенно сидела на своем вороном Арабчике и верною рукой, без усилия, осадила его.	time_tom_2p_4c_133f_535
45	timeline_new_121	- Позвольте мне вам представить брата,- беспокойно перебегая глазами с Наташи на Анатоля, сказала Элен. Наташа через голое плечо оборотила к красавцу свою хорошенькую головку и улыбнулась. Анатоль, который вблизи был так же хорош, как и издали, подсел к ней и сказал, что давно желал иметь это удовольствие, еще с нарышкинского бала, на котором имел удовольствие, которое он не забыл, видеть ее. Курагин с женщинами был гораздо умнее и проще, чем в мужском обществе.	- Позвольте мне вам представить брата,- беспокойно перебегая глазами с Наташи на Анатоля, сказала Элен. Наташа через голое плечо оборотила к красавцу свою хорошенькую головку и улыбнулась. Анатоль, который вблизи был так же хорош, как и издали, подсел к ней и сказал, что давно желал иметь это удовольствие, еще с нарышкинского бала, на котором имел удовольствие, которое он не забыл, видеть ее. Курагин с женщинами был гораздо умнее и проще, чем в мужском обществе.	time_tom_2p_5c_151f_613
46	timeline_new_122	- Мерзавка, бесстыдница,- сказала она ей. - Слышать ничего не хочу! - Оттолкнув удивленными, но сухими глазами глядящую на нее Наташу, она заперла ее на ключ и, приказав дворнику пропустить в ворота тех людей, которые придут нынче вечером, но не выпускать их, а лакею приказав привести этих людей к себе, села в гостиной, ожидая похитителей.	- Мерзавка, бесстыдница,- сказала она ей. - Слышать ничего не хочу! - Оттолкнув удивленными, но сухими глазами глядящую на нее Наташу, она заперла ее на ключ и, приказав дворнику пропустить в ворота тех людей, которые придут нынче вечером, но не выпускать их, а лакею приказав привести этих людей к себе, села в гостиной, ожидая похитителей.	time_tom_2p_5c_159f_637
47	timeline_new_123	Пьер понял, что князь Андрей хотел говорить о                    Наташе, и широкое лицо его выразило сожаление и сочувствие. Это выражение лица Пьера рассердило                    князя Андрея; он решительно, звонко и неприятно продолжал: - Я получил отказ от графини Ростовой, и                    до меня дошли слухи об искании ее руки твоим шурином или тому подобное. Правда ли это?                </p>                <p id="p2716">- И правда и неправда, - начал Пьер; но князь Андрей перебил его.</p>                <p id="p2717">- Вот ее письма, - сказал он, - и портрет. - Он взял связку со стола и передал Пьеру.</p>                <p id="p2718">- Отдай графине... ежели ты увидишь ее.</p>                <p id="p2719">- Она очень больна, - сказал Пьер.</p>                <p id="p2720">- Так она здесь еще? - сказал князь Андрей. - А князь Курагин? - спросил он быстро.</p>                <p id="p2721">- Он давно уехал. Она была при смерти...</p>                <p id="p2722">- Очень сожалею об ее болезни, - сказал князь Андрей. Он холодно, зло, неприятно, как его                    отец, усмехнулся.	- Очень сожалею об ее болезни, - сказал князь Андрей. Он холодно, зло, неприятно, как его отец, усмехнулся.	time_tom_2p_5c_162f_647
48	timeline_new_124	Было морозно и ясно. Над грязными, полутемными улицами, над черными крышами стояло темное                    звездное небо. Пьер, только глядя на небо, не чувствовал оскорбительной низости всего земного в                    сравнении с высотою, на которой находилась его душа. При въезде на Арбатскую площадь огромное                    пространство звездного темного неба открылось глазам Пьера. Почти в середине этого неба над                    Пречистенским бульваром, окруженная, обсыпанная со всех сторон звездами, но отличаясь от всех                    близостью к земле, белым светом и длинным, поднятым кверху хвостом, стояла огромная яркая комета                    1812-го года, та самая комета, которая предвещала, как говорили, всякие ужасы и конец света. Но в                    Пьере светлая звезда эта с длинным лучистым хвостом не возбуждала никакого страшного чувства.                    Напротив, Пьер радостно, мокрыми от слез глазами, смотрел на эту светлую звезду, которая как будто,                    с невыразимой быстротой пролетев неизмеримые пространства по параболической линии, вдруг, как                    вонзившаяся стрела в землю, влепилась тут в одно избранное ею место на черном небе и остановилась,                    энергично подняв кверху хвост, светясь и играя своим белым светом между бесчисленными другими                    мерцающими звездами. Пьеру казалось, что эта звезда вполне отвечала тому, что было в его расцветшей                    к новой жизни, размягченной и ободренной душе.	Было морозно и ясно. Над грязными, полутемными улицами, над черными крышами стояло темное звездное небо. Пьер, только глядя на небо, не чувствовал оскорбительной низости всего земного в сравнении с высотою, на которой находилась его душа. При въезде на Арбатскую площадь огромное пространство звездного темного неба открылось глазам Пьера. Почти в середине этого неба над Пречистенским бульваром, окруженная, обсыпанная со всех сторон звездами, но отличаясь от всех близостью к земле, белым светом и длинным, поднятым кверху хвостом, стояла огромная яркая комета 1812-го года, та самая комета, которая предвещала, как говорили, всякие ужасы и конец света. Но в Пьере светлая звезда эта с длинным лучистым хвостом не возбуждала никакого страшного чувства. Напротив, Пьер радостно, мокрыми от слез глазами, смотрел на эту светлую звезду, которая как будто, с невыразимой быстротой пролетев неизмеримые пространства по параболической линии, вдруг, как вонзившаяся стрела в землю, влепилась тут в одно избранное ею место на черном небе и остановилась, энергично подняв кверху хвост, светясь и играя своим белым светом между бесчисленными другими мерцающими звездами. Пьеру казалось, что эта звезда вполне отвечала тому, что было в его расцветшей к новой жизни, размягченной и ободренной душе.	time_tom_2p_5c_163f_650
