date	history_period	vpc_id	history_id	id	related_book_id	fragments	persons	short_title	title	type	text	strange_field	vol_id	part_id	chapter_id
25.03.1806	Март 1806	2203		1063				Пьер вступает в масонскую ложу	Пьер вступает в масонскую ложу	Л	Через неделю после его приезда молодой польский граф Вилларский, которого Пьер поверхностно знал по петербургскому свету, вошел вечером в его комнату с тем официальным и торжественным видом, с которым входил к нему секундант Долохова, и, затворив за собой дверь и убедившись, что в комнате никого, кроме Пьера, не было, обратился к нему. - Я приехал к вам с предложением и поручением, граф,- сказал он ему, не садясь. - Особа, очень высоко поставленная в нашем братстве, ходатайствовала о том, чтобы вы были приняты в братство ранее срока, и предложила мне быть вашим поручителем. Я за священный долг почитаю исполнение воли этого лица. Желаете ли вы вступить за моим поручительством в братство свободных каменщиков?	2	2	3	
30.05.1807	Май 1807		33	1064		429		Весенняя кампания 1807 года	Весенняя кампания 1807 года	И	Начало июня (конец мая по ст. ст.) 1807 года возобновление боев в Восточной Пруссии. Ничейные сражения под Гуттштадтом и Гейльсбергом.  				
02.06.1807	Июнь 1807		34	1065	1067	436, 451, 846, 872, 904		Сражение под Фридландом	Сражение под Фридландом	И	14 (2-го по ст. ст.) июня 1807 года Наполеон нанес решительное поражение русской армии под Фридландом. Потеряв до 20 тысяч человек (почти 1/3 состава) русская армия отступила к границе Российском империи.  				
15.03.1807	Май 1807	2214		1066				Дружба Пьера и князя Андрея	Дружба Пьера и князя Андрея	Л	Пьер теперь только, в свой приезд в Лысые Горы, оценил всю силу и прелесть своей дружбы с князем Андреем. Эта прелесть выразилась не столько в его отношениях с ним самим, сколько в отношениях со всеми родными и домашними. Пьер с старым, суровым князем и с кроткой и робкой княжной Марьей, несмотря на то, что он их почти не знал, чувствовал себя сразу старым другом. Они все уже любили его. 	2	2	14	
02.06.1806	Июнь 1806	2217		1067				Сражение под Фридландом	Сражение под Фридландом	Л	<p id="p953">В июне месяце произошло Фридландское сражение, в котором не участвовали павлоградцы, и вслед за ним объявлено было перемирие. Ростов, тяжело чувствовавший отсутствие своего друга, не имея со времени его отъезда никаких известий о нем и беспокоясь о ходе его дела и раны, воспользовался перемирием и отпросился в госпиталь проведать Денисова.</p>	2	2	17	
10.06.1807	Июнь 1807		35	1068	1069	 442-451, 591, 1041,1255		Тильзитский мир	Тильзитский мир	И	Июнь - июль 1807 года встреча и последующие двухнедельные переговоры императоров Наполеона и Александра. Подписан Тильзитский мир: Россия признала все завоевания Наполеона и примкнула к «континентальной» блокаде против Англии. Из отторгнутых от Пруссии польских земель было образовано Великое герцогство Варшавское, зависимое от наполеоновской империи. В свою очередь Наполеон поддержал присоединение к России Белостокской облости и отказывался от поддержки традиционных противников России - Турции и Швеции. Также Александру удалось настоять на сохранении Пруссии как самостоятельного государства (пусть и с территориальными потерями).  				
10.06.1807	Июнь 1807	2219		1069				Тильзитский мир	Тильзитский мир	Л	Борис в числе немногих был на Немане в день свидания императоров; он видел плоты с вензелями, проезд Наполеона по тому берегу мимо французской гвардии, видел задумчивое лицо императора Александра в то время, как он молча сидел в корчме на берегу Немана, ожидая прибытия Наполеона; видел, как оба императора сели в лодки, и как Наполеон, приставши прежде к плоту, быстрыми шагами пошел вперед и, встречая Александра, подал ему руку, и как оба скрылись в павильоне. Со времени своего вступления в высшие миры Борис сделал себе привычку внимательно наблюдать то, что происходило вокруг него, и записывать. Во время свидания в Тильзите он расспрашивал об именах тех лиц, которые приехали с Наполеоном, о мундирах, которые были на них надеты, и внимательно прислушивался к словам, которые были сказаны важными лицами. В то самое время, как императоры вошли в павильон, он посмотрел на часы и не забыл посмотреть опять в то время, когда Александр вышел из павильона. Свидание продолжалось час и пятьдесят три минуты: он так и записал это в тот вечер в числе других фактов, которые, он полагал, имели историческое значение. Так как свита императора была очень небольшая, то для человека, дорожащего успехом по службе, находиться в Тильзите во время свидания императоров было делом очень важным, и Борис, попав в Тильзит, чувствовал, что с этого времени положение его совершенно утвердилось.	2	2	19	
25.06.1807	Июнь 1807	2221		1070				Свидание русского и французского императоров	Свидание русского и французского императоров	Л	В то время как государь подъезжал к одному флангу батальонов, сделавших на караул, к противоположному флангу подскакивала другая толпа всадников, и впереди их Ростов узнал Наполеона. Это не мог быть никто другой. Он ехал галопом, в маленькой шляпе, с андреевской лентой через плечо, в раскрытом над белым камзолом синем мундире, на необыкновенно породистой арабской серой лошади, на малиновом, золотом шитом чепраке. 	2	2	21	
24.08.1807	Август 1807		36	1071				Перемирие с Турцией	Перемирие с Турцией	И	12 (24) августа 1807 года подписано Слободзейское перемирие России и Турции, которая благодаря действиям адмирала Д. Н. Синявина (победы русского флота в Дарданелльском и Афонском морских сражениях) лишилась флота и опасалась продолжать борьбу. 				
01.09.1807	Сентябрь 1807		37	1072				Бомбардировка Копенгагена	Бомбардировка Копенгагена	И	Сентябрь 1807 года артиллерия английской эскадры разрушила Копенгаген:  англичане нанесли «превентивный» удар по нейтральной Дании,  чтобы захватить ее флот и  выключить Данию из наполеоновской системы континентальной блокады. Разрыв отношений России и Англии, приведший затем к войне.  				
01.10.1807	Октябрь 1807		38	1073				Начало реформ Штейна-Гарденберга	Начало реформ Штейна-Гарденберга	И	Октябрь 1807 года в Пруссии правительство возглавил реформатор Ф. К. фон Штейн. Начало серии масштабных преобразований (1807-1814 годы), которые превратили феодальную Пруссию в эффективное правовое государство: отмена крепостного права, организация системы местного самоуправления, реорганизация центрального управления, военная реформа, падение корпоративных и сословных монополий, гумбольдтовская реформа образования и др.     				
01.11.1807	Ноябрь 1807		39	1074				Интервенция на Пиренейском п-ве	Интервенция на Пиренейском полуострове	И	Ноябрь 1807 года вторжение наполеоновских войск в Португалию, чтобы закрыть порты этой страны для английской торговли и усилить зависимость Испании от Франции. Французские войска без разрешения испанского правительства проходят по территории Испании, чтобы добраться до Португалии.				
01.09.1808	Сентябрь 1808	2301		1076				Встреча в Эрфурте	Встреча в Эрфурте	Л	<p id="p1108">В 1808-м году император Александр ездил в Эрфурт для нового свидания с императором Наполеоном, и в высшем петербургском обществе много говорили о величии этого торжественного свидания.</p>      	2	3	1	
01.09.1808	Сентябрь 1808		46	1082	1076	477, 1255		Встреча в Эрфурте	Встреча в Эрфурте	И	Сентябрь 1808 года. Встреча Наполеона и Александра I в Эрфурте: публичная демонстрация «сердечной взаимной любви» двух императоров и горячие споры на переговорах тет-а-тет о перспективах совместного союза, о планах Наполеона окончательно подчинить Австрию и планах Александра нанести поражение туркам на Балканах. 				
15.05.1809	Май 1809	2302		1083				Князь Андрей в Отрадном	Князь Андрей в Отрадном	Л	Опять все замолкло, но князь Андрей знал, что она все еще сидит тут, он слышал иногда тихое шевеленье, иногда вздохи. - Ах, боже мой! боже мой! что ж это такое! - вдруг вскрикнула она.- Спать так спать! - и захлопнула окно.'И дела нет до моего существования!» - подумал князь Андрей в то время, как он прислушивался к ее говору, почему-то ожидая и боясь, что она скажет что-нибудь про него. «И опять она! И как нарочно!» - думал он. В душе его вдруг поднялась такая неожиданная путаница молодых мыслей и надежд, противоречащих всей его жизни, что он, чувствуя себя не в силах уяснить себе свое состояние, тотчас же заснул.	2	3	2	
1.02.1808	Февраль 1808		41	1077		489		Русско-шведская война	Русско-шведская война	И	Февраль 1808 года начало последней русско-шведской войны: русский корпус генерала Ф. Ф. Буксгевдена вторгся в Финляндию, и вскоре она была завоевана практически целиком. Под руководством шведских офицеров финское население перешло к партизанской войне с захватчиком. Английское правительство обязалось оказать финансовую помощь Швеции в войне с Россией. 				
01.03.1808	Март 1808		42	1078				Французская интервенция в Испании	Французская интервенция в Испании	И	Март 1808 года французская армия во главе с маршалом Мюратом вошла в Мадрид: Наполеон приступил к ликвидации монархии испанских Бурбонов.  				
02.05.1808	Май 1808		43	1079				Восстание в Мадриде	Восстание в Мадриде	И	2 мая 1808 года антифранцузское восстание в Мадриде (жестоко подавлено Мюратом). Начало борьбы испанского народа с французской оккупацией.  				
10.05.1808	Май 1808		44	1080				Смещение Бурбонов в Испании	Смещение Бурбонов в Испании	И	10 мая 1808 года Наполеон, добившись отречения испанских Бурбонов (враждующих друг с другом Карла IV и его сына Фердинанда VII), назначил своего брата, Жозефа Бонапарта, королем Испании, а маршала Мюрата сделал королем Неаполя. 				
23.07.1808	Июль 1808		45	1081				Капитуляция Дюпона	Капитуляция Дюпона	И	23 июля 1808 года на юге Испании, в Андалусии, испанские патриоты под руководством генерала Ф. Х. Кастаньоса принудили к капитуляции французские войска генерала Дюпона. В плен попало более 17 тысяч французских солдат. Первое крупное поражение наполеоновских войск на Пиренейском полуострове.  				
01.01.1808	Январь 1808		40	1075	1084	667		Возвышение Аракчеева	Возвышение Аракчеева	И	Январь 1808 года. Александр I назначил А. А. Аракчеева военным министром. Начало преобразований военного ведомства: упрощение системы администрирования, реорганизация рекрутских депо, управления артиллерией и материального обеспечения армии. 				
01.08.1809	Август 1809	2304		1084				Возвышение Аракчеева	Возвышение Аракчеева	Л	Князь Андрей во время своей, большей частью адъютантской, службы много видел приемных важных лиц, и различные характеры этих приемных были для него очень ясны. У графа Аракчеева был совершенно особенный характер приемной. На неважных лицах, ожидающих очереди аудиенции в приемной графа Аракчеева, написано было чувство пристыженности и покорности; на более чиновных лицах выражалось одно общее чувство неловкости, скрытое под личиной развязности и насмешки над собою, над своим положением и над ожидаемым лицом. 	2	3	4	
30.09.1808	Сентябрь 1808		47	1085				Сдача французами Лиссабона	Сдача французами Лиссабона	И	30 сентября 1808 года капитуляция в Лиссабоне французского гарнизона генерала Жюно, осажденного англичанами: французы эвакуировались из города, русская эскадра адмирала Синявина, стоявшая в Лиссабоне (как в союзном порту) арестована англичанами.				
01.10.1808	Октябрь 1808		48	1086		504		Испанский поход Наполеона	Испанский поход Наполеона	И	Октябрь 1808 года в Испанию вторглась основная армия французов во главе с Наполеоном, который лично решился руководить кампанией против испанских патриотов и их английских союзников. 				
01.11.1808	Ноябрь 1808		49	1087		504		Разгром испанских патриотов	Разгром испанских патриотов	И	Ноябрь 1808 года армия Наполеона наносит серию сокрушительных поражений испанцам. В рядах наполеоновской армии особенной храбростью отличились польские патриоты, которые с 1807 года служили Наполеону в надежде, что он поможет им возродить Польшу. 				
4.12.1808	Декабрь 1808		50	1088				Наполеон в Мадриде	Наполеон в Мадриде	И	4 декабря 1808 года Наполеон во главе своей армии вступил в Мадрид.				
27.01.1809	Январь 1809		51	1089		900		Резня в Сарагосе	Резня в Сарагосе	И	27 января 1809 года после длительной осады французские войска ворвались в Сарагосу (столица испанской провинции Арагон): на улицах города, в каждом дворе, в каждом доме победители столкнулись с небывалым массовым сопротивлением населения. За три недели обреченной борьбы погиб весь 20-тысячный гарнизон города и более 30 тысяч гражданского населения, включая женщин и детей.  				
01.03.1809	Март 1809		52	1090		483, 686		Поход по льду Ботнического залива	Поход русских войск по льду Ботнического залива	И	Март 1809 года переход в наступление русских войск под руководством П. И. Багратиона и М. Б. Барклая-де-Толли по льду Ботнического залива на Аландские острова и на берег Швеции. Под угрозой падения Стокгольма Швеция согласилась заключить перемирие с Россией. 				
12.03.1809	Март 1809		53	1091				Возобновление войны с Турцией	Возобновление войны с Турцией	И	24 марта (12-го по ст.ст.) 1809 года Турция разорвала перемирие с Россией. Возобновление боевых действий на Дунае. 				
13.03.1809	Март 1809		54	1092				Конституция Финляндии	Конституция Финляндии	И	25 (13 -го по ст. ст.) марта 1809 года на созванном российскими властями сейме народных представителей Финляндии в Борго Александр I провозгласил Конституцию Финляндии, по которой она становилась автономией в составе России, Александр гарантировал сохранение местных законов, традиций, свобод и привилегий. Конец партизанской борьбы финнов против русской армии. 				
14.04.1809	Апрель 1809		55	1093				Война V коалиции	Война V коалиции	И	 14 апреля 1809 года Австрия начала войну с Наполеоном: вторжение австрийских войск в Баварию, Италию и Польшу (Великое герцогство Варшавское). Наполеон дал отпор австрийской армии эрцгерцога Карла при Агенсберге и Экмюле. 				
13.05.1809	Май 1809		56	1094				Второе падение Вены	Второе падение Вены	И	13 мая 1809 года Наполеон вновь, как и в 1805 году, во главе своей армии вступил в Вену. 				
21.05.1809	Май 1809		57	1096				Неудача Наполеона при Асперне	Неудача Наполеона при Асперне	И	21-22 мая 1809 года Наполеон попытался форсировать Дунай, но при Асперне и Эсслинге потерпел поражение от армии эрцгерцога Карла и был вынужден отступить. Одна из первых бесспорных неудач Наполеона в открытом сражении.				
22.05.1809	Май 1809		58	1097		508, 591, 841		Австрийский поход русской армии	Австрийский поход русской армии	И	3 июня (22 мая по ст. ст.) 1809 года русская армия под руководством С. Ф. Голицына перешла р. Буг и вторглась на австрийскую территорию: Россия во имя союза с Наполеоном вступила в бескровную войну с Австрией. Главной задачей армии Голицына в этой войне было избежание реальных столкновений с австрийскими войсками.				
24.06.1809	Июнь 1809		59	1098				Сражение при Ваграме	Сражение при Ваграме	И	6 июля (24 июня по ст. ст.) 1809 года генеральное сражение при Ваграме: ценой тяжелейших усилий и потерь (более 30 тысяч человек) Наполеону удалось нанести поражение армии эрцгерцога Карла. Завершение кампании 1809 года.				
25.08.1809	Август 1809	2304		1095				Указ о гражданских чинах	Указ о гражданских чинах	Л	Это было время апогея славы молодого Сперанского и энергии совершаемых им переворотов. В этом самом августе государь, ехав в коляске, был вывален, повредил себе ногу и оставался в Петергофе три недели, видаясь ежедневно и исключительно со Сперанским. В это время готовились не только два столь знаменитые и встревожившие общество указа об уничтожении придворных чинов и об экзаменах на чины коллежских асессоров и статских советников, но и целая государственная конституция, долженствовавшая изменить существующий судебный, административный и финансовый порядок управления России от Государственного совета до волостного правления.	2	3	4	
25.07.1809	Июль 1809		60	1099	1095			Указ о гражданских чинах	Указ о гражданских чинах	И	6 августа (25 июля по ст. ст.) 1809 года в России обнародован указ о гражданских чинах, учреждавший образовательный ценз для чиновников. Эта разработанная статс-секретарем императора М. М. Сперанским мера должна была повысить компетентность в сфере государственного управления, однако прежде всего она привела в рядах бюрократии к жесточайшему недовольству самим М. М. Сперанским.				
01.09.1808	Сентябрь 1808	2308		1100				Успех Элен в свете	Успех Элен в свете	Л	Элен была в Эрфурте во время знаменитого свидания императоров и оттуда привезла эти связи                     со всеми наполеоновскими достопримечательностями Европы. В Эрфурте она имела блестящий успех. Сам                     Наполеон, заметив ее в театре, спросил, кто она, и оценил ее красоту. 				
17.09.1809	Сентябрь 1809		61	1101				Фридрихсгамский мир	Фридрихсгамский мир	И	5 (17 по ст. ст.) сентября 1809 года подписан Фридрихсга́мский миный договор между Россией и Швецией, по которому к России отходила Финляндия и Аландские острова. Швеция присоединялась к континентальной блокаде и закрывала свои порты для английских судов. Так закончилась последняя война между Россией и Швецией. Подведен итог тысячелетнего противостояния за Балтику (со времен походов викингов на Новгородские земли).   				
13.10.1809	Октябрь 1809		62	1102				Покушение Фридриха Штапса	Покушение Фридриха Штапса	И	13 октября 1809 года схвачен австрийский студент Фридрих Штапс, собиравшийся убить Наполеона. Наполеон лично допрашивал Штапса и предложил юноше жизнь в обмен на раскаяние, однако тот не отрекся от убеждения в необходимости тираноубийства. Через три дня Штапс был расстрелен по приговору военного суда.  				
14.10.1809	Октябрь 1809		63	1103		397		Шенбрунский мир	Шенбрунский мир	И	14 октября 1809 года подписан Шенбрунский мирный трактат между Австрией и Францией. Наполеон присоединил к своей империи отдельные земли в Германии, Швейцарии и на Балканах; Австрия выплачивала значительную контрибуцию и сокращала свою армию.  				
15.10.1809	Октябрь 1809		64	1104		462-469, 501-504, 646		Проект Сперанского	Проект Сперанского	И	Октябрь-ноябрь 1809 года интенсивная работа М. М. Сперанского и Александра I над проектом преобразования России на конституционных началах: воплощены в жизнь будут лишь некоторые идеи по реорганизации центрального аппарата управления.				
15.11.1809	Ноябрь 1809	2308		1105				Примирение Пьера и Элен	Примирение Пьера и Элен	Л	Я опять живу с женою. Теща моя в слезах приехала ко мне и сказала, что Элен здесь и что                     она умоляет меня выслушать её, что она невинна, что она несчастна моим оставлением и многое другое.                     Я знал, что ежели я только допущу себя увидать ее, то не в силах буду более отказать ей в ее                     желании. В сомнении своем я не знал, к чьей помощи и совету прибегнуть. Ежели бы благодетель был                     здесь, он бы сказал мне. Я удалился к себе, перечел письма Иосифа Алексеевича, вспомнил свои беседы                     с ним и из всего вывел то, что я не должен отказывать просящему и должен подать руку помощи всякому,                     тем более человеку, столь связанному со мною, и должен нести крест свой. Но ежели я для добродетели                     простил ее, то пускай и будет мое соединение с нею иметь одну духовную цель. Так я решил и так                     написал Иосифу Алексеевичу. Я сказал жене, что прошу ее забыть все старое, прошу простить мне то, в                     чем я мог быть виноват перед нею, а что мне прощать ей нечего. Мне радостно было сказать ей это.                     Пусть она не знает, как тяжело мне было вновь увидать ее. Устроился в большом доме в верхних покоях                     и испытываю счастливое чувство обновления				
15.12.1809	Декабрь 1809		65	1106				Развод Наполеона и Жозефины	Развод Наполеона и Жозефины	И	15 декабря 1809 года состоялся развод Наполеона с его женой Жозефиной, которая так и не смогла родить императору наследника.				
01.12.1809	Декабрь 1809		66	1107				Проект союза России и Франции	Проект династического союза России и Франции	И	Декабрь 1809 года переговоры Александра I с послом Франции Коленкуром: во-первых о намерении Наполеона жениться на сестре Александра Анне, во-вторых о судьбе Польши. Французский посол подписал конвенцию о том, что Польша как государство никогда не будет восстановлено и территория Варшавского герцогства не будет расширяться. Однако Александр все равно уклонился от ответа на предложение выдать свою сестру замуж за Наполеона.  				
31.12.1809	Декабрь 1809	2316		1108				Первый бал Наташи	Первый бал Наташи	Л	Давно я ждала тебя»,- как будто сказала эта испуганная и счастливая девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло восторгом счастия. 	2	3	16	
01.01.1810	Январь 1810		67	1109	1110	497		Открытие Государственного совета	Открытие Государственного совета	И	13 января (1-го по ст.ст.) 1810 года состоялось открытие Государственного совета, нового высшего законосовещательного органа власти. Его полномочия составили систематическая разработка новых законодательных актов, а также контроль и координация действий правительства. Секретарем Государственного совета стал М. М. Сперанский, надеявшийся сделать новый орган управления инструментом масштабных конституционных реформ в стране. Недовольный переменами Аракчеев был отставлен с поста военного министра (его сменил М. Б. Барклай-де-Толли) и переведен в военный департамент учрежденного Государственного совета. 				
01.01.1810	Январь 1810	2318		1110				Открытие Государственного совета	Открытие Государственного совета	Л	Он только что узнал подробности заседания Государственного совета нынешнего утра, открытого государем, и с восторгом рассказывал о том. Речь государя была необычайна. Это была одна из тех речей, которые произносятся только конституционными монархами. «Государь прямо сказал, что Совет и Сенат суть государственные сословия; он сказал, что правление должно иметь основанием не произвол, а твердые начала. Государь сказал, что финансы должны быть преобразованы и отчеты быть публичны»,- рассказывал Бицкий, ударяя на известные слова и значительно раскрывая глаза.	2	3	18	
01.01.1810	Январь 1810		68	1111				Организация русской военной разведки	Организация русской военной разведки	И	Январь 1810 года новый военный министр М. Б. Барклай-де-Толли организовал «секретную экспедицию»: рождение института русской военной разведки. 				
15.01.1810	Январь 1810	2322		1112				Князь Андрей и Наташа	Князь Андрей и Наташа	Л	Наташе казалось, что еще когда она в первый раз увидала князя Андрея в Отрадном, она влюбилась в него. Ее как будто пугало это странное, неожиданное счастье, что тот, кого она выбрала еще тогда (она твердо была уверена в этом), что тот самый теперь опять встретился ей и, как кажется, неравнодушен к ней. «И надо было ему нарочно теперь, когда мы здесь, приехать в Петербург. И надо было нам встретиться на этом бале. Все это судьба. Ясно, что это судьба, что все это велось к этому. Еще тогда, как только я увидала его, я почувствовала что-то особенное».	2	3	22	
22.01.1810	Январь 1810	2325		1113				Старый князь и княжка Марья	Старый князь и княжка Марья	Л	Он беспрестанно больно оскорблял княжну Марью, но дочь даже не делала усилий над собой, чтобы прощать его. Разве мог бы он быть виноват перед нею, и разве мог отец ее, который (она все-таки знала это) любил ее, быть к ней несправедливым? Да и что такое справедливость? Княжна никогда не думала об этом гордом слове: справедливость. 	2	3	25	
02.02.1810	Февраль 1810		69	1114				Финансовые реформы Сперанского 	Финансовые реформы М. М. Сперанского 	И	14 (2-го по ст.ст.) февраля 1810 года в целях покрытия бюджетного дифицита и сокращения госдолга правительство прекратило выпуск новых ассигнаций, а также повысило прямые и косвенные налоги. Следствием стало укрепление финансовой стабильности государства и усилиение недовольства в обществе М. М. Сперанским.				
11.03.1810	Март 1810		70	1115		655		Брак Наполеона с Марией-Луизой	Брак Наполеона с австрийской принцессой Марией-Луизой	И	11 марта 1810 года в Вене состоялось бракосочетание австрийской принцессы Марии-Луизы с императором Наполеоном, который сам, впрочем, не явился на собственную свадьбу и во время церемонии жениха представляли его маршал Бертье и австрийский эрцгерцог Карл. После этого Мария-Луиза отправилась к своему венценосному супругу во Францию.  				
16.03.1810	Март 1810		71	1116				Подготовка к походу против России	Подготовка к походу против России	И	16 марта 1810 года Наполеон выслушал и одобрил доклад своего министра иностранных дел Ж. Б. Шампаньи о провале союза с Россией и необходимости начала дипломатической и разведывательной подготовки «крестового похода» против ненадежного союзника. 				
01.05.1810	Май 1810		72	1117		680, 806		Наступление Каменского на Дунае	Наступление Каменского-младшего на Дунае	И	Май-июнь 1810 года новый главнокомандующий русской армии на Дунае, молодой Н. М. Каменский, перешел с 80-тысячной армией в энергичное наступление: взятие крепостей Туркутай, Базарджик, Силистрия, Разград, неудачные попытки штурма и начало осады крепости Шумла.				
01.07.1810	Июль 1810		73	1118				Аннексия Голландии	Аннексия Голландии	И	Июль 1810 года Наполеон заставил своего брата Людовика отречься от голландского престола, после чего Голландия была аннексирована Францией.				
15.09.1810	Сентябрь 1810	2404		1119				Охота	Охота	Л	Гончих соединили в одну стаю, и дядюшка с Николаем поехали рядом. Наташа, закутанная платками, из-под которых виднелось оживленное с блестящими глазами лицо, подскакала к ним, сопутствуемая не отстававшими от нее Петей и Михайлой-охотником и берейтором, который был приставлен нянькой при ней. Петя чему-то смеялся и бил и дергал свою лошадь. Наташа ловко и уверенно сидела на своем вороном Арабчике и верною рукой, без усилия, осадила его.	2	4	4	
21.08.1810	Август 1810		74	1120		673		Избрание Бернадотта на шведский трон	Избрание Бернадотта на шведский трон	И	21 августа 1810 года наполеоновский маршал Бернадотт избран шведским парламентом наследным принцем Швеции и регентом-правителем королевства. Шведский парламент в это время вырабатывал конституционные акты, которые будут определять политическую систему страны до 1970-х годов. Вопреки ожиданиям Наполеона Бернадотт стал править Швецией не в интересах наполеоновской империи, а в интересах самой Швеции. 				
